Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[119]    0.0    0.00    0.00    7458         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [119]
-----------------------------------------------
                0.00    0.00    7458/7458        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [122]
[120]    0.0    0.00    0.00    7458         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [120]
                0.00    0.00    7458/13380       std::allocator<int>::~allocator() [110]
-----------------------------------------------
                0.00    0.00    7458/7458        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [122]
[121]    0.0    0.00    0.00    7458         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [121]
                0.00    0.00    4381/4381        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [137]
-----------------------------------------------
                0.00    0.00    7458/7458        std::vector<int, std::allocator<int> >::~vector() [7]
[122]    0.0    0.00    0.00    7458         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [122]
                0.00    0.00    7458/7458        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [121]
                0.00    0.00    7458/7458        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [120]
-----------------------------------------------
                0.00    0.00    7458/7458        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [124]
[123]    0.0    0.00    0.00    7458         void std::_Destroy<int*>(int*, int*) [123]
                0.00    0.00    7458/7458        void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [119]
-----------------------------------------------
                0.00    0.00    7458/7458        std::vector<int, std::allocator<int> >::~vector() [7]
[124]    0.0    0.00    0.00    7458         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [124]
                0.00    0.00    7458/7458        void std::_Destroy<int*>(int*, int*) [123]
-----------------------------------------------
                0.00    0.00    2845/5922        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [153]
                0.00    0.00    3077/5922        std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [146]
[125]    0.0    0.00    0.00    5922         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [125]
                0.00    0.00    5922/10301       std::allocator<int>::allocator(std::allocator<int> const&) [112]
-----------------------------------------------
                0.00    0.00      23/5677        std::vector<int, std::allocator<int> > const* std::__niter_base<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >) [266]
                0.00    0.00    5654/5677        bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [162]
[126]    0.0    0.00    0.00    5677         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [126]
-----------------------------------------------
                0.00    0.00     540/5426        bool std::operator==<int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) [249]
                0.00    0.00    2048/5426        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [234]
                0.00    0.00    2838/5426        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [157]
[127]    0.0    0.00    0.00    5426         std::vector<int, std::allocator<int> >::size() const [127]
-----------------------------------------------
                0.00    0.00    5398/5398        int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [129]
[128]    0.0    0.00    0.00    5398         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [128]
-----------------------------------------------
                0.00    0.00    1024/5398        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [236]
                0.00    0.00    1536/5398        int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [188]
                0.00    0.00    2838/5398        int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [158]
[129]    0.0    0.00    0.00    5398         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [129]
                0.00    0.00    5398/5398        int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [128]
-----------------------------------------------
                0.00    0.00    2091/4975        stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int) [254]
                0.00    0.00    2884/4975        stbi__zhuffman_decode_slowpath(stbi__zbuf*, stbi__zhuffman*) [151]
[130]    0.0    0.00    0.00    4975         stbi__bit_reverse(int, int) [130]
                0.00    0.00    4975/4975        stbi__bitreverse16(int) [131]
-----------------------------------------------
                0.00    0.00    4975/4975        stbi__bit_reverse(int, int) [130]
[131]    0.0    0.00    0.00    4975         stbi__bitreverse16(int) [131]
-----------------------------------------------
                0.00    0.00     540/4402        bool std::operator==<int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) [249]
                0.00    0.00    1024/4402        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [234]
                0.00    0.00    2838/4402        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [157]
[132]    0.0    0.00    0.00    4402         std::vector<int, std::allocator<int> >::begin() const [132]
                0.00    0.00    4402/8534        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [115]
-----------------------------------------------
                0.00    0.00    4381/4381        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [137]
[133]    0.0    0.00    0.00    4381         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [133]
-----------------------------------------------
                0.00    0.00    4381/4381        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [138]
[134]    0.0    0.00    0.00    4381         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [134]
                0.00    0.00    4381/4381        __gnu_cxx::new_allocator<int>::max_size() const [135]
-----------------------------------------------
                0.00    0.00    4381/4381        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [134]
[135]    0.0    0.00    0.00    4381         __gnu_cxx::new_allocator<int>::max_size() const [135]
-----------------------------------------------
                0.00    0.00    1536/4381        void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [184]
                0.00    0.00    2845/4381        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [152]
[136]    0.0    0.00    0.00    4381         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [136]
                0.00    0.00    4381/4381        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [138]
-----------------------------------------------
                0.00    0.00    4381/4381        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [121]
[137]    0.0    0.00    0.00    4381         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [137]
                0.00    0.00    4381/4381        __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [133]
-----------------------------------------------
                0.00    0.00    4381/4381        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [136]
[138]    0.0    0.00    0.00    4381         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [138]
                0.00    0.00    4381/4381        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [134]
-----------------------------------------------
                0.00    0.00       7/4381        int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [28]
                0.00    0.00    1536/4381        int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [188]
                0.00    0.00    2838/4381        int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [158]
[139]    0.0    0.00    0.00    4381         int* std::__niter_base<int*>(int*) [139]
-----------------------------------------------
                0.00    0.00    1541/4379        std::_Vector_base<int, std::allocator<int> >::get_allocator() const [173]
                0.00    0.00    2838/4379        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [157]
[140]    0.0    0.00    0.00    4379         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [140]
-----------------------------------------------
                0.00    0.00       8/4360        void __gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int>(unsigned int*, unsigned int&&) [307]
                0.00    0.00    1536/4360        void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [186]
                0.00    0.00    2816/4360        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [165]
[141]    0.0    0.00    0.00    4360         operator new(unsigned long, void*) [141]
-----------------------------------------------
                0.00    0.00     270/4132        bool std::operator==<int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) [249]
                0.00    0.00    1024/4132        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [234]
                0.00    0.00    2838/4132        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [157]
[142]    0.0    0.00    0.00    4132         std::vector<int, std::allocator<int> >::end() const [142]
                0.00    0.00    4132/8534        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [115]
-----------------------------------------------
                0.00    0.00    3082/3082        std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [18]
[143]    0.0    0.00    0.00    3082         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [143]
                0.00    0.00    9246/9246        std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int*> >, std::is_move_constructible<int*>, std::is_move_assignable<int*> >::value, void>::type std::swap<int*>(int*&, int*&) [113]
-----------------------------------------------
                0.00    0.00    3079/3079        std::allocator<int>::allocator() [145]
[144]    0.0    0.00    0.00    3079         __gnu_cxx::new_allocator<int>::new_allocator() [144]
-----------------------------------------------
                0.00    0.00       2/3079        main [1]
                0.00    0.00       5/3079        find_distance(int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [2]
                0.00    0.00     256/3079        select_random(std::vector<int, std::allocator<int> >, int, int) [21]
                0.00    0.00    1280/3079        tag_pixels(int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [5]
                0.00    0.00    1536/3079        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [181]
[145]    0.0    0.00    0.00    3079         std::allocator<int>::allocator() [145]
                0.00    0.00    3079/3079        __gnu_cxx::new_allocator<int>::new_allocator() [144]
-----------------------------------------------
                0.00    0.00    1536/3077        std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [20]
                0.00    0.00    1541/3077        std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [174]
[146]    0.0    0.00    0.00    3077         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [146]
                0.00    0.00    3077/5922        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [125]
-----------------------------------------------
                0.00    0.00    1024/3072        std::vector<int, std::allocator<int> >::begin() [233]
                0.00    0.00    1024/3072        std::vector<int, std::allocator<int> >::end() [232]
                0.00    0.00    1024/3072        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [236]
[147]    0.0    0.00    0.00    3072         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [147]
-----------------------------------------------
                0.00    0.00    1536/3072        std::initializer_list<int>::end() const [179]
                0.00    0.00    1536/3072        std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [20]
[148]    0.0    0.00    0.00    3072         std::initializer_list<int>::begin() const [148]
-----------------------------------------------
                0.00    0.00    3072/3072        int* std::copy<int const*, int*>(int const*, int const*, int*) [192]
[149]    0.0    0.00    0.00    3072         int const* std::__miter_base<int const*>(int const*) [149]
-----------------------------------------------
                0.00    0.00    3072/3072        int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [188]
[150]    0.0    0.00    0.00    3072         int const* std::__niter_base<int const*>(int const*) [150]
-----------------------------------------------
                0.00    0.00    2884/2884        stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) [102]
[151]    0.0    0.00    0.00    2884         stbi__zhuffman_decode_slowpath(stbi__zbuf*, stbi__zhuffman*) [151]
                0.00    0.00    2884/4975        stbi__bit_reverse(int, int) [130]
-----------------------------------------------
                0.00    0.00    2845/2845        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [153]
[152]    0.0    0.00    0.00    2845         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [152]
                0.00    0.00    2845/4381        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [136]
-----------------------------------------------
                0.00    0.00       1/2845        std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [36]
                0.00    0.00       6/2845        std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [31]
                0.00    0.00    2838/2845        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [157]
[153]    0.0    0.00    0.00    2845         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [153]
                0.00    0.00    2845/5922        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [125]
                0.00    0.00    2845/2845        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [152]
-----------------------------------------------
                0.00    0.00    2838/2838        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [157]
[154]    0.0    0.00    0.00    2838         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [154]
                0.00    0.00    2838/2838        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [155]
-----------------------------------------------
                0.00    0.00    2838/2838        __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [154]
[155]    0.0    0.00    0.00    2838         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [155]
                0.00    0.00    2838/10301       std::allocator<int>::allocator(std::allocator<int> const&) [112]
-----------------------------------------------
                0.00    0.00    2838/2838        int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [159]
[156]    0.0    0.00    0.00    2838         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [156]
                0.00    0.00    2838/2838        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [161]
-----------------------------------------------
                0.00    0.00      22/2838        main [1]
                0.00    0.00    2816/2838        void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [165]
[157]    0.0    0.00    0.00    2838         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [157]
                0.00    0.00    2838/4379        std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [140]
                0.00    0.00    2838/2838        __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [154]
                0.00    0.00    2838/5426        std::vector<int, std::allocator<int> >::size() const [127]
                0.00    0.00    2838/2845        std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [153]
                0.00    0.00    2838/13380       std::allocator<int>::~allocator() [110]
                0.00    0.00    2838/15945       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [108]
                0.00    0.00    2838/4132        std::vector<int, std::allocator<int> >::end() const [142]
                0.00    0.00    2838/4402        std::vector<int, std::allocator<int> >::begin() const [132]
                0.00    0.00    2838/2838        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [160]
-----------------------------------------------
                0.00    0.00    2838/2838        int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [161]
[158]    0.0    0.00    0.00    2838         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [158]
                0.00    0.00    5676/8534        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [117]
                0.00    0.00    2838/4381        int* std::__niter_base<int*>(int*) [139]
                0.00    0.00    2838/5398        int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [129]
-----------------------------------------------
                0.00    0.00    2838/2838        int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [160]
[159]    0.0    0.00    0.00    2838         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [159]
                0.00    0.00    2838/2838        int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [156]
-----------------------------------------------
                0.00    0.00    2838/2838        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [157]
[160]    0.0    0.00    0.00    2838         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [160]
                0.00    0.00    2838/2838        int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [159]
-----------------------------------------------
                0.00    0.00    2838/2838        int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [156]
[161]    0.0    0.00    0.00    2838         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [161]
                0.00    0.00    5676/7724        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [118]
                0.00    0.00    2838/2838        int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [158]
-----------------------------------------------
                0.00    0.00    2827/2827        std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [298]
[162]    0.0    0.00    0.00    2827         bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [162]
                0.00    0.00    5654/5677        __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [126]
-----------------------------------------------
                0.00    0.00    2816/2816        std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [298]
[163]    0.0    0.00    0.00    2816         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++() [163]
-----------------------------------------------
                0.00    0.00    2816/2816        std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [298]
[164]    0.0    0.00    0.00    2816         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator*() const [164]
-----------------------------------------------
                0.00    0.00    2816/2816        std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [298]
[165]    0.0    0.00    0.00    2816         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [165]
                0.00    0.00    2816/2816        std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [166]
                0.00    0.00    2816/4360        operator new(unsigned long, void*) [141]
                0.00    0.00    2816/2838        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [157]
