Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[222]    0.0    0.00    0.00    1280         std::iterator_traits<double const*>::iterator_category std::__iterator_category<double const*>(double const* const&) [222]
-----------------------------------------------
                0.00    0.00    1280/1280        void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [214]
[223]    0.0    0.00    0.00    1280         double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&) [223]
                0.00    0.00    1280/1280        double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*) [221]
-----------------------------------------------
                0.00    0.00    1280/1280        double* std::__uninitialized_copy<true>::__uninit_copy<double const*, double*>(double const*, double const*, double*) [213]
[224]    0.0    0.00    0.00    1280         double* std::copy<double const*, double*>(double const*, double const*, double*) [224]
                0.00    0.00    2560/2560        double const* std::__miter_base<double const*>(double const*) [171]
                0.00    0.00    1280/1280        double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [220]
-----------------------------------------------
                0.00    0.00    1280/1280        void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [226]
[225]    0.0    0.00    0.00    1280         void std::_Destroy<double*>(double*, double*) [225]
                0.00    0.00    1280/1280        void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [204]
-----------------------------------------------
                0.00    0.00    1280/1280        std::vector<double, std::allocator<double> >::~vector() [216]
[226]    0.0    0.00    0.00    1280         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [226]
                0.00    0.00    1280/1280        void std::_Destroy<double*>(double*, double*) [225]
-----------------------------------------------
                0.00    0.00    1280/1280        void std::vector<double, std::allocator<double> >::_M_range_initialize<double const*>(double const*, double const*, std::forward_iterator_tag) [214]
[227]    0.0    0.00    0.00    1280         std::iterator_traits<double const*>::difference_type std::distance<double const*>(double const*, double const*) [227]
                0.00    0.00    1280/1280        std::iterator_traits<double const*>::iterator_category std::__iterator_category<double const*>(double const* const&) [222]
                0.00    0.00    1280/1280        std::iterator_traits<double const*>::difference_type std::__distance<double const*>(double const*, double const*, std::random_access_iterator_tag) [217]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [234]
[228]    0.0    0.00    0.00    1024         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_propagate_on_copy_assign() [228]
-----------------------------------------------
                0.00    0.00    1024/1024        int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [235]
[229]    0.0    0.00    0.00    1024         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [229]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [234]
[230]    0.0    0.00    0.00    1024         std::vector<int, std::allocator<int> >::capacity() const [230]
-----------------------------------------------
                0.00    0.00    1024/1024        void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [238]
[231]    0.0    0.00    0.00    1024         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [231]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [234]
[232]    0.0    0.00    0.00    1024         std::vector<int, std::allocator<int> >::end() [232]
                0.00    0.00    1024/3072        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [147]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [234]
[233]    0.0    0.00    0.00    1024         std::vector<int, std::allocator<int> >::begin() [233]
                0.00    0.00    1024/3072        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [147]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<int, std::allocator<int> >* std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> >*) [359]
[234]    0.0    0.00    0.00    1024         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [234]
                0.00    0.00    2048/5426        std::vector<int, std::allocator<int> >::size() const [127]
                0.00    0.00    1024/1024        __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_propagate_on_copy_assign() [228]
                0.00    0.00    1024/1024        std::vector<int, std::allocator<int> >::capacity() const [230]
                0.00    0.00    1024/15945       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [108]
                0.00    0.00    1024/1024        std::vector<int, std::allocator<int> >::end() [232]
                0.00    0.00    1024/1024        std::vector<int, std::allocator<int> >::begin() [233]
                0.00    0.00    1024/4132        std::vector<int, std::allocator<int> >::end() const [142]
                0.00    0.00    1024/4402        std::vector<int, std::allocator<int> >::begin() const [132]
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [237]
                0.00    0.00    1024/1024        void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&) [239]
-----------------------------------------------
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [236]
[235]    0.0    0.00    0.00    1024         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [235]
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [229]
-----------------------------------------------
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [237]
[236]    0.0    0.00    0.00    1024         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [236]
                0.00    0.00    2048/8534        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [117]
                0.00    0.00    1024/1024        int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [235]
                0.00    0.00    1024/5398        int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [129]
                0.00    0.00    1024/3072        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [147]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [234]
[237]    0.0    0.00    0.00    1024         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [237]
                0.00    0.00    2048/7724        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [118]
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [236]
-----------------------------------------------
                0.00    0.00    1024/1024        void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&) [239]
[238]    0.0    0.00    0.00    1024         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [238]
                0.00    0.00    1024/1024        void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [231]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [234]
[239]    0.0    0.00    0.00    1024         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&) [239]
                0.00    0.00    1024/1024        void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [238]
-----------------------------------------------
                0.00    0.00      16/845         stbi__check_png_header(stbi__context*) [391]
                0.00    0.00      56/845         stbi__get16be(stbi__context*) [260]
                0.00    0.00     773/845         stbi__parse_png_file(stbi__png*, int, int) [425]
[240]    0.0    0.00    0.00     845         stbi__get8(stbi__context*) [240]
                0.00    0.00       7/8           stbi__refill_buffer(stbi__context*) [306]
-----------------------------------------------
                0.00    0.00     624/624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [242]
[241]    0.0    0.00    0.00     624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [241]
-----------------------------------------------
                0.00    0.00     624/624         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [458]
[242]    0.0    0.00    0.00     624         unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [242]
                0.00    0.00     624/624         std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long) [241]
-----------------------------------------------
                0.00    0.00     623/623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [244]
[243]    0.0    0.00    0.00     623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [243]
-----------------------------------------------
                0.00    0.00     623/623         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [458]
[244]    0.0    0.00    0.00     623         unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [244]
                0.00    0.00     623/623         std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long) [243]
-----------------------------------------------
                0.00    0.00     512/512         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [253]
[245]    0.0    0.00    0.00     512         std::uniform_int_distribution<int>::param_type::a() const [245]
-----------------------------------------------
                0.00    0.00     270/270         bool std::__equal_aux<int const*, int const*>(int const*, int const*, int const*) [247]
[246]    0.0    0.00    0.00     270         bool std::__equal<true>::equal<int>(int const*, int const*, int const*) [246]
-----------------------------------------------
                0.00    0.00     270/270         bool std::equal<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [248]
[247]    0.0    0.00    0.00     270         bool std::__equal_aux<int const*, int const*>(int const*, int const*, int const*) [247]
                0.00    0.00     270/270         bool std::__equal<true>::equal<int>(int const*, int const*, int const*) [246]
-----------------------------------------------
                0.00    0.00     270/270         bool std::operator==<int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) [249]
[248]    0.0    0.00    0.00     270         bool std::equal<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [248]
                0.00    0.00     810/8534        int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [117]
                0.00    0.00     270/270         bool std::__equal_aux<int const*, int const*>(int const*, int const*, int const*) [247]
-----------------------------------------------
                0.00    0.00     270/270         bool std::__equal<false>::equal<std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*>(std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*, std::vector<int, std::allocator<int> > const*) [344]
[249]    0.0    0.00    0.00     270         bool std::operator==<int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) [249]
                0.00    0.00     540/5426        std::vector<int, std::allocator<int> >::size() const [127]
                0.00    0.00     540/4402        std::vector<int, std::allocator<int> >::begin() const [132]
                0.00    0.00     270/4132        std::vector<int, std::allocator<int> >::end() const [142]
                0.00    0.00     270/270         bool std::equal<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [248]
-----------------------------------------------
                0.00    0.00     256/256         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [253]
[250]    0.0    0.00    0.00     256         std::uniform_int_distribution<int>::param_type::b() const [250]
-----------------------------------------------
                0.00    0.00     256/256         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [253]
[251]    0.0    0.00    0.00     256         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [251]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [457]
-----------------------------------------------
                0.00    0.00     256/256         select_random(std::vector<int, std::allocator<int> >, int, int) [21]
[252]    0.0    0.00    0.00     256         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [252]
                0.00    0.00     256/256         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [253]
-----------------------------------------------
                0.00    0.00     256/256         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [252]
[253]    0.0    0.00    0.00     256         int std::uniform_int_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<int>::param_type const&) [253]
                0.00    0.00     512/512         std::uniform_int_distribution<int>::param_type::a() const [245]
                0.00    0.00     256/256         std::uniform_int_distribution<int>::param_type::b() const [250]
                0.00    0.00     256/256         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [251]
-----------------------------------------------
                0.00    0.00      63/63          stbi__compute_huffman_codes(stbi__zbuf*) [268]
[254]    0.0    0.00    0.00      63         stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int) [254]
                0.00    0.00    2091/4975        stbi__bit_reverse(int, int) [130]
-----------------------------------------------
                0.00    0.00      20/45          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const [269]
                0.00    0.00      25/45          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const [264]
[255]    0.0    0.00    0.00      45         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> > const* const&) [255]
-----------------------------------------------
                0.00    0.00       4/38          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [370]
                0.00    0.00       6/38          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_initialize(unsigned long) [334]
                0.00    0.00      11/38          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [299]
                0.00    0.00      17/38          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [10]
[256]    0.0    0.00    0.00      38         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [256]
-----------------------------------------------
                0.00    0.00      34/34          std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [258]
[257]    0.0    0.00    0.00      34         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [257]
-----------------------------------------------
                0.00    0.00       1/34          select_random(std::vector<int, std::allocator<int> >, int, int) [21]
                0.00    0.00       5/34          tag_pixels(int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [5]
                0.00    0.00      11/34          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [299]
                0.00    0.00      17/34          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [276]
[258]    0.0    0.00    0.00      34         std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [258]
                0.00    0.00      34/34          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [257]
-----------------------------------------------
                0.00    0.00       8/29          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [370]
                0.00    0.00      10/29          bool std::operator==<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [349]
                0.00    0.00      11/29          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [299]
[259]    0.0    0.00    0.00      29         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [259]
-----------------------------------------------
                0.00    0.00      28/28          stbi__get32be(stbi__context*) [290]
[260]    0.0    0.00    0.00      28         stbi__get16be(stbi__context*) [260]
                0.00    0.00      56/845         stbi__get8(stbi__context*) [240]
-----------------------------------------------
                0.00    0.00      28/28          std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [262]
[261]    0.0    0.00    0.00      28         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [261]
-----------------------------------------------
                0.00    0.00      11/28          std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::select_on_container_copy_construction(std::allocator<std::vector<int, std::allocator<int> > > const&) [297]
                0.00    0.00      17/28          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [275]
[262]    0.0    0.00    0.00      28         std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [262]
                0.00    0.00      28/28          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [261]
-----------------------------------------------
                0.00    0.00       4/28          void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int&&) [372]
                0.00    0.00       8/28          void std::vector<unsigned int, std::allocator<unsigned int> >::emplace_back<unsigned int>(unsigned int&&) [317]
                0.00    0.00       8/28          void std::allocator_traits<std::allocator<unsigned int> >::construct<unsigned int, unsigned int>(std::allocator<unsigned int>&, unsigned int*, unsigned int&&) [315]
                0.00    0.00       8/28          void __gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int>(unsigned int*, unsigned int&&) [307]
[263]    0.0    0.00    0.00      28         unsigned int&& std::forward<unsigned int>(std::remove_reference<unsigned int>::type&) [263]
-----------------------------------------------
